@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
14.313987,2.187258,2.529535,2.907368,2.646063,1.809484,0.893114,3.958861,2.859046,2.774071,2.284902,2.439491,1.932444,2.040192,1.909201,1.808093,1.473071,1.509218,1.29809,1.188056,1.130546,0.969291,0.811039,0.707498,0.510794,0.58327,0.468443,0.320034,0.274409,0.167722,0.152209,0.131581,0.042751,0.131581,0.152209,0.167722,0.274409,0.320034,0.468443,0.58327,0.510794,0.707498,0.811039,0.969291,1.130546,1.188056,1.29809,1.509218,1.473071,1.808093,1.909201,2.040192,1.932444,2.439491,2.284902,2.774071,2.859046,3.958861,0.893114,1.809484,2.646063,2.907368,2.529535,2.187258,1.498405,walking
20.777616,3.73012,1.027236,2.539303,0.646461,3.348745,3.306388,3.142836,1.297394,0.483841,0.416165,0.24944,0.580906,0.546572,0.273452,0.202717,0.396028,0.323122,0.369913,0.316507,0.076984,0.19334,0.219909,0.171316,0.070478,0.154463,0.092203,0.163256,0.161766,0.092995,0.113335,0.063621,0.2221,0.063621,0.113335,0.092995,0.161766,0.163256,0.092203,0.154463,0.070478,0.171316,0.219909,0.19334,0.076984,0.316507,0.369913,0.323122,0.396028,0.202717,0.273452,0.546572,0.580906,0.24944,0.416165,0.483841,1.297394,3.142836,3.306388,3.348745,0.646461,2.539303,1.027236,3.73012,0.752106,running
155.347759,52.320624,30.853556,19.218306,14.034383,2.850433,10.385997,7.715117,6.834212,3.56419,5.454445,1.636135,8.874843,5.418345,5.704614,2.770835,1.767565,3.955207,3.512438,4.218406,1.453736,3.094419,2.369277,3.044538,3.019572,3.203406,2.014164,2.213628,2.412633,2.782712,2.853216,2.460339,1.872291,2.460339,2.853216,2.782712,2.412633,2.213628,2.014164,3.203406,3.019572,3.044538,2.369277,3.094419,1.453736,4.218406,3.512438,3.955207,1.767565,2.770835,5.704614,5.418345,8.874843,1.636135,5.454445,3.56419,6.834212,7.715117,10.385997,2.850433,14.034383,19.218306,30.853556,52.320624,5.59501,running
727.390798,34.285538,194.725781,90.163842,101.482802,93.371407,66.881654,75.462379,15.470507,30.624559,9.1569,29.567815,7.994566,24.927051,12.588654,20.296963,6.295093,19.236349,9.632291,6.613057,4.074826,1.933383,2.297396,5.023983,3.888663,7.803641,6.153887,5.044996,6.971941,1.419344,4.933917,0.381348,5.53338,0.381348,4.933917,1.419344,6.971941,5.044996,6.153887,7.803641,3.888663,5.023983,2.297396,1.933383,4.074826,6.613057,9.632291,19.236349,6.295093,20.296963,12.588654,24.927051,7.994566,29.567815,9.1569,30.624559,15.470507,75.462379,66.881654,93.371407,101.482802,90.163842,194.725781,34.285538,26.069659,running
761.934394,59.076923,191.746618,98.882974,144.457986,127.656424,48.161138,72.982414,19.031373,32.736027,1.613443,15.744364,6.144626,30.510984,20.272002,20.392723,20.018989,7.366155,15.09099,12.328191,19.077062,8.790562,11.677216,4.733131,5.864111,4.96301,10.863376,11.100236,11.035526,10.119853,6.298701,4.60377,0.302077,4.60377,6.298701,10.119853,11.035526,11.100236,10.863376,4.96301,5.864111,4.733131,11.677216,8.790562,19.077062,12.328191,15.09099,7.366155,20.018989,20.392723,20.272002,30.510984,6.144626,15.744364,1.613443,32.736027,19.031373,72.982414,48.161138,127.656424,144.457986,98.882974,191.746618,59.076923,28.582215,running
594.875766,54.755829,75.404474,129.261512,99.804695,66.45507,69.415331,38.085166,19.370881,19.685127,18.585218,4.705173,24.104894,15.996287,20.515608,19.553921,15.180569,18.464611,11.432312,13.592096,9.33452,11.158652,4.428286,9.896594,2.099191,7.944189,4.072903,5.199933,5.649884,3.202996,6.792186,1.759704,6.305825,1.759704,6.792186,3.202996,5.649884,5.199933,4.072903,7.944189,2.099191,9.896594,4.428286,11.158652,9.33452,13.592096,11.432312,18.464611,15.180569,19.553921,20.515608,15.996287,24.104894,4.705173,18.585218,19.685127,19.370881,38.085166,69.415331,66.45507,99.804695,129.261512,75.404474,54.755829,24.167393,running
684.777305,58.55815,152.719319,83.660291,174.34063,73.043819,88.493015,57.826856,40.205745,30.535124,23.002602,26.186224,12.725182,24.399992,7.987077,20.44899,5.816491,21.492712,2.335711,19.774126,2.687271,15.879226,5.410101,12.41483,6.027759,11.391913,5.925447,10.059407,6.117232,10.440508,5.944519,9.609177,6.268429,9.609177,5.944519,10.440508,6.117232,10.059407,5.925447,11.391913,6.027759,12.41483,5.410101,15.879226,2.687271,19.774126,2.335711,21.492712,5.816491,20.44899,7.987077,24.399992,12.725182,26.186224,23.002602,30.535124,40.205745,57.826856,88.493015,73.043819,174.34063,83.660291,152.719319,58.55815,27.797301,running
716.164946,30.002346,96.878329,28.009484,214.178067,30.574555,82.213679,40.448344,24.129669,21.503344,12.019408,14.340848,4.889663,2.183619,11.236234,7.236558,4.406938,4.359958,6.148923,7.14744,5.011092,4.813578,3.575516,4.968549,4.488611,4.567889,3.773934,4.436713,4.057621,4.027907,3.090462,4.206897,4.464946,4.206897,3.090462,4.027907,4.057621,4.436713,3.773934,4.567889,4.488611,4.968549,3.575516,4.813578,5.011092,7.14744,6.148923,4.359958,4.406938,7.236558,11.236234,2.183619,4.889663,14.340848,12.019408,21.503344,24.129669,40.448344,82.213679,30.574555,214.178067,28.009484,96.878329,30.002346,25.510137,running
815.33151,186.204232,83.87614,249.832637,148.82807,99.430201,96.201049,22.968349,25.042047,8.298419,16.516933,35.546536,31.550874,5.393729,10.520506,8.305463,6.307922,19.151805,19.774495,4.867572,7.130885,2.058525,7.271264,5.588468,9.508173,5.489123,2.582066,4.77151,5.162167,5.239253,4.34211,4.293602,4.966369,4.293602,4.34211,5.239253,5.162167,4.77151,2.582066,5.489123,9.508173,5.588468,7.271264,2.058525,7.130885,4.867572,19.774495,19.151805,6.307922,8.305463,10.520506,5.393729,31.550874,35.546536,16.516933,8.298419,25.042047,22.968349,96.201049,99.430201,148.82807,249.832637,83.87614,186.204232,31.749206,running
651.021305,50.958758,97.29335,113.368216,152.479543,59.127955,101.41189,11.621106,50.576003,34.483996,25.836324,36.652197,24.861835,26.782051,24.847637,27.172487,27.553619,23.786107,23.068704,22.572578,20.241324,16.649699,17.461282,12.975681,15.504487,11.200403,11.792931,13.406842,10.630486,12.968556,12.584006,11.253141,14.082537,11.253141,12.584006,12.968556,10.630486,13.406842,11.792931,11.200403,15.504487,12.975681,17.461282,16.649699,20.241324,22.572578,23.068704,23.786107,27.553619,27.172487,24.847637,26.782051,24.861835,36.652197,25.836324,34.483996,50.576003,11.621106,101.41189,59.127955,152.479543,113.368216,97.29335,50.958758,27.80836,running
775.200189,32.970403,190.075138,96.594898,196.62067,62.248087,145.259965,40.142355,60.543005,27.263192,34.071052,19.013474,25.627833,19.835262,21.658919,18.340132,18.787336,15.428441,19.700677,15.389109,15.276633,15.025786,12.784591,13.033623,14.316039,11.515725,13.466297,10.101383,12.942418,8.806162,12.769381,8.388315,13.048118,8.388315,12.769381,8.806162,12.942418,10.101383,13.466297,11.515725,14.316039,13.033623,12.784591,15.025786,15.276633,15.389109,19.700677,15.428441,18.787336,18.340132,21.658919,19.835262,25.627833,19.013474,34.071052,27.263192,60.543005,40.142355,145.259965,62.248087,196.62067,96.594898,190.075138,32.970403,32.388381,running
809.165805,70.290138,229.101798,144.819048,155.833229,164.355169,90.144353,98.927597,9.003332,30.010177,13.874826,24.500569,15.538877,16.881969,20.305279,5.746164,17.367272,10.907174,15.551606,11.452604,9.509128,10.057357,3.02775,10.734839,3.77944,9.393327,6.156586,6.975403,7.417988,4.147134,7.180029,3.162733,6.177931,3.162733,7.180029,4.147134,7.417988,6.975403,6.156586,9.393327,3.77944,10.734839,3.02775,10.057357,9.509128,11.452604,15.551606,10.907174,17.367272,5.746164,20.305279,16.881969,15.538877,24.500569,13.874826,30.010177,9.003332,98.927597,90.144353,164.355169,155.833229,144.819048,229.101798,70.290138,33.72393,running
820.388035,47.928095,236.483094,129.024766,161.144451,149.321033,72.619888,80.964035,3.60621,20.378013,7.202255,21.241302,9.604032,18.767006,21.495108,12.085294,27.584426,3.297096,22.08156,4.681286,11.287989,8.371043,8.634418,13.862864,2.719282,11.096536,5.300794,7.814797,4.995085,5.707232,6.718609,3.403528,8.492417,3.403528,6.718609,5.707232,4.995085,7.814797,5.300794,11.096536,2.719282,13.862864,8.634418,8.371043,11.287989,4.681286,22.08156,3.297096,27.584426,12.085294,21.495108,18.767006,9.604032,21.241302,7.202255,20.378013,3.60621,80.964035,72.619888,149.321033,161.144451,129.024766,236.483094,47.928095,32.116556,running
850.040379,58.441115,203.834037,172.653927,195.04567,173.229559,55.513203,63.632508,3.091612,11.618919,8.145433,14.170996,16.577642,6.267894,9.976094,4.059464,15.167594,6.283302,12.482669,9.060753,0.908599,2.551378,5.09394,6.98932,1.707909,7.605334,3.584542,7.022545,5.158406,3.375777,2.209442,0.685029,1.696885,0.685029,2.209442,3.375777,5.158406,7.022545,3.584542,7.605334,1.707909,6.98932,5.09394,2.551378,0.908599,9.060753,12.482669,6.283302,15.167594,4.059464,9.976094,6.267894,16.577642,14.170996,8.145433,11.618919,3.091612,63.632508,55.513203,173.229559,195.04567,172.653927,203.834037,58.441115,34.331661,running
788.753492,36.868112,199.052315,60.486575,170.389412,59.382748,141.811611,41.787238,57.455662,27.952926,16.15789,14.612329,12.565992,4.556444,18.614115,19.721514,15.801551,25.87414,9.964841,16.902272,11.301825,4.496363,9.35278,12.185266,5.463615,13.934401,11.4793,9.599161,14.46059,6.907022,10.529396,9.069973,3.828231,9.069973,10.529396,6.907022,14.46059,9.599161,11.4793,13.934401,5.463615,12.185266,9.35278,4.496363,11.301825,16.902272,9.964841,25.87414,15.801551,19.721514,18.614115,4.556444,12.565992,14.612329,16.15789,27.952926,57.455662,41.787238,141.811611,59.382748,170.389412,60.486575,199.052315,36.868112,30.717775,running
652.09474,108.89886,118.148667,96.465259,124.647353,77.480816,103.593786,19.144567,45.721944,36.959977,13.013775,31.612081,8.333603,21.590339,12.588816,10.87455,14.949024,4.79185,13.441775,4.025562,9.780432,6.586754,7.97754,8.422011,5.595137,9.071205,4.321429,8.746159,5.347379,6.932061,6.77506,4.706413,7.023682,4.706413,6.77506,6.932061,5.347379,8.746159,4.321429,9.071205,5.595137,8.422011,7.97754,6.586754,9.780432,4.025562,13.441775,4.79185,14.949024,10.87455,12.588816,21.590339,8.333603,31.612081,13.013775,36.959977,45.721944,19.144567,103.593786,77.480816,124.647353,96.465259,118.148667,108.89886,29.662151,running
771.798066,50.691344,221.004314,122.178228,117.442082,134.666318,54.505453,63.925051,9.886551,20.529834,10.479665,20.518883,9.101831,12.480605,10.642555,9.089468,14.688194,3.422328,10.816391,2.94648,6.706537,1.833361,7.065136,3.623266,6.115876,4.511705,4.346906,6.295407,1.785093,5.701524,1.462667,4.909585,1.521784,4.909585,1.462667,5.701524,1.785093,6.295407,4.346906,4.511705,6.115876,3.623266,7.065136,1.833361,6.706537,2.94648,10.816391,3.422328,14.688194,9.089468,10.642555,12.480605,9.101831,20.518883,10.479665,20.529834,9.886551,63.925051,54.505453,134.666318,117.442082,122.178228,221.004314,50.691344,29.538138,running
850.754389,65.678752,201.778457,134.916735,187.490347,158.485748,79.224238,87.262906,9.993271,16.615851,9.836595,15.355119,10.918343,2.297396,2.667062,2.964742,12.146846,1.379135,10.3518,4.577773,2.031098,4.845024,2.155651,3.118766,4.405802,4.32095,2.471336,6.292281,2.219447,4.38107,2.390451,1.832445,1.803197,1.832445,2.390451,4.38107,2.219447,6.292281,2.471336,4.32095,4.405802,3.118766,2.155651,4.845024,2.031098,4.577773,10.3518,1.379135,12.146846,2.964742,2.667062,2.297396,10.918343,15.355119,9.836595,16.615851,9.993271,87.262906,79.224238,158.485748,187.490347,134.916735,201.778457,65.678752,34.694103,running
783.25439,43.612969,198.269803,135.996492,161.218036,176.294784,49.934326,69.740102,5.378384,5.317256,1.315448,9.054897,6.018569,2.863287,4.34068,2.346816,4.562005,4.263108,5.405142,5.819348,2.674594,3.746443,1.153132,5.44101,1.836014,6.101957,5.943358,3.479545,5.682361,3.729214,6.38307,2.939856,3.8393,2.939856,6.38307,3.729214,5.682361,3.479545,5.943358,6.101957,1.836014,5.44101,1.153132,3.746443,2.674594,5.819348,5.405142,4.263108,4.562005,2.346816,4.34068,2.863287,6.018569,9.054897,1.315448,5.317256,5.378384,69.740102,49.934326,176.294784,161.218036,135.996492,198.269803,43.612969,31.723444,running
854.671685,53.270879,184.513137,104.89841,173.192221,143.513855,99.160077,84.330881,30.052733,26.897421,27.022762,10.182436,16.34753,12.85059,9.261541,12.710035,19.818306,9.828893,20.015949,14.919664,7.109411,9.235079,9.372365,6.906943,10.500094,16.398426,9.662354,10.761532,9.764567,4.256768,6.195476,9.707753,9.233518,9.707753,6.195476,4.256768,9.764567,10.761532,9.662354,16.398426,10.500094,6.906943,9.372365,9.235079,7.109411,14.919664,20.015949,9.828893,19.818306,12.710035,9.261541,12.85059,16.34753,10.182436,27.022762,26.897421,30.052733,84.330881,99.160077,143.513855,173.192221,104.89841,184.513137,53.270879,32.503452,running
724.608016,103.589366,94.645445,105.181453,146.553185,61.651047,99.098746,9.968429,47.294819,29.715489,23.066144,17.192172,10.613226,7.354814,3.668149,7.261659,4.917338,7.921379,7.423216,6.447621,7.729872,3.775993,10.657202,3.949906,10.539085,5.755023,7.499546,6.531874,4.425417,5.115374,1.613817,3.477044,0.840878,3.477044,1.613817,5.115374,4.425417,6.531874,7.499546,5.755023,10.539085,3.949906,10.657202,3.775993,7.729872,6.447621,7.423216,7.921379,4.917338,7.261659,3.668149,7.354814,10.613226,17.192172,23.066144,29.715489,47.294819,9.968429,99.098746,61.651047,146.553185,105.181453,94.645445,103.589366,30.629164,running
716.146673,45.811302,139.238712,26.652998,206.860474,28.396692,131.976472,37.608189,48.386805,20.988588,19.555699,16.027721,19.247803,13.458461,8.290244,10.646168,11.330043,11.610169,10.065268,12.014934,5.953054,9.981367,5.885574,7.638041,6.097177,9.411317,5.773142,8.381142,5.575714,7.748619,5.769336,8.115503,5.343055,8.115503,5.769336,7.748619,5.575714,8.381142,5.773142,9.411317,6.097177,7.638041,5.885574,9.981367,5.953054,12.014934,10.065268,11.610169,11.330043,10.646168,8.290244,13.458461,19.247803,16.027721,19.555699,20.988588,48.386805,37.608189,131.976472,28.396692,206.860474,26.652998,139.238712,45.811302,28.519748,running
806.121386,46.879952,171.203876,109.710184,181.779541,83.694344,108.339431,49.450886,28.154484,12.504623,14.91822,10.025305,11.219466,9.795971,5.339837,1.821849,3.114576,8.073135,9.79033,0.781575,5.010568,3.293821,4.312004,2.008406,6.016519,3.566875,3.216122,3.267375,2.215292,4.544616,1.687893,3.41965,0.920776,3.41965,1.687893,4.544616,2.215292,3.267375,3.216122,3.566875,6.016519,2.008406,4.312004,3.293821,5.010568,0.781575,9.79033,8.073135,3.114576,1.821849,5.339837,9.795971,11.219466,10.025305,14.91822,12.504623,28.154484,49.450886,108.339431,83.694344,181.779541,109.710184,171.203876,46.879952,31.262416,running
839.898868,67.350307,194.555168,191.546294,116.543396,228.299972,18.763768,69.293328,13.615642,6.875088,14.598663,3.988031,7.668607,5.449242,1.202418,0.423648,1.815998,7.445716,3.910571,9.486339,6.221475,3.863284,4.834315,2.928974,7.39765,3.503978,5.940019,4.449258,4.071002,5.990382,1.60283,5.214643,1.005353,5.214643,1.60283,5.990382,4.071002,4.449258,5.940019,3.503978,7.39765,2.928974,4.834315,3.863284,6.221475,9.486339,3.910571,7.445716,1.815998,0.423648,1.202418,5.449242,7.668607,3.988031,14.598663,6.875088,13.615642,69.293328,18.763768,228.299972,116.543396,191.546294,194.555168,67.350307,33.786986,running
813.870276,58.869885,209.548556,140.082962,122.918702,169.619511,54.066594,81.562395,13.356075,18.084537,16.046056,4.769898,6.037168,5.738033,11.896543,7.821274,11.768557,10.327484,7.470539,6.149075,3.117192,9.962327,3.188328,6.81813,5.658818,4.27124,6.059132,2.311796,8.792502,4.564403,3.848017,4.969129,0.098007,4.969129,3.848017,4.564403,8.792502,2.311796,6.059132,4.27124,5.658818,6.81813,3.188328,9.962327,3.117192,6.149075,7.470539,10.327484,11.768557,7.821274,11.896543,5.738033,6.037168,4.769898,16.046056,18.084537,13.356075,81.562395,54.066594,169.619511,122.918702,140.082962,209.548556,58.869885,32.575174,running
650.213849,133.320931,96.636758,125.397875,86.835417,108.436209,67.73705,28.652505,26.489451,14.000619,13.204489,17.901992,6.340313,12.233816,5.655544,7.861608,15.939551,5.913585,9.84205,2.595651,6.725594,7.120845,2.55691,5.379731,2.398599,5.366717,3.062515,3.860606,3.511395,1.220071,2.810556,0.487043,4.153317,0.487043,2.810556,1.220071,3.511395,3.860606,3.062515,5.366717,2.398599,5.379731,2.55691,7.120845,6.725594,2.595651,9.84205,5.913585,15.939551,7.861608,5.655544,12.233816,6.340313,17.901992,13.204489,14.000619,26.489451,28.652505,67.73705,108.436209,86.835417,125.397875,96.636758,133.320931,30.508706,running
788.09522,49.443159,193.212415,127.393773,149.199826,178.367564,34.325622,73.94431,18.606902,20.230181,9.283787,8.503321,15.200597,4.931427,9.167305,4.397767,14.454817,7.723331,12.183257,6.968368,7.640695,7.680785,2.981839,8.416683,0.385991,7.855579,3.403435,6.352585,5.632361,3.808466,6.643863,1.586149,8.013437,1.586149,6.643863,3.808466,5.632361,6.352585,3.403435,7.855579,0.385991,8.416683,2.981839,7.680785,7.640695,6.968368,12.183257,7.723331,14.454817,4.397767,9.167305,4.931427,15.200597,8.503321,9.283787,20.230181,18.606902,73.94431,34.325622,178.367564,149.199826,127.393773,193.212415,49.443159,31.634642,running
695.39551,44.777455,202.612681,93.435241,102.560999,126.106356,57.980448,73.600877,5.74518,26.868953,10.41114,20.019664,14.730344,8.298562,12.506362,3.433585,23.295145,7.626223,8.742201,9.330998,2.929107,6.983937,1.199873,7.715859,2.922464,6.483187,4.930032,2.928148,3.873759,1.435579,2.188862,1.340035,3.286837,1.340035,2.188862,1.435579,3.873759,2.928148,4.930032,6.483187,2.922464,7.715859,1.199873,6.983937,2.929107,9.330998,8.742201,7.626223,23.295145,3.433585,12.506362,8.298562,14.730344,20.019664,10.41114,26.868953,5.74518,73.600877,57.980448,126.106356,102.560999,93.435241,202.612681,44.777455,28.17092,running
776.620659,48.573043,220.610621,108.561699,148.633985,151.586426,64.760086,83.135629,7.232304,25.341598,8.513456,14.529953,14.105705,10.718269,14.039104,4.759058,16.759375,3.625978,18.536817,6.020387,10.442912,6.239816,5.365119,6.952877,2.314878,6.215345,1.764207,4.824791,3.316516,3.707096,2.996144,2.858228,2.462237,2.858228,2.996144,3.707096,3.316516,4.824791,1.764207,6.215345,2.314878,6.952877,5.365119,6.239816,10.442912,6.020387,18.536817,3.625978,16.759375,4.759058,14.039104,10.718269,14.105705,14.529953,8.513456,25.341598,7.232304,83.135629,64.760086,151.586426,148.633985,108.561699,220.610621,48.573043,31.696857,running
729.085994,55.930912,195.06676,61.426739,126.940787,92.911069,110.633445,62.241599,49.377806,51.520088,22.642491,35.534159,21.413284,11.830051,15.039847,13.449991,3.950942,22.085822,18.433531,16.440683,22.71082,11.877772,15.404935,13.262322,5.449203,11.114268,7.426789,6.001352,12.69742,9.070452,12.175741,15.054869,9.477615,15.054869,12.175741,9.070452,12.69742,6.001352,7.426789,11.114268,5.449203,13.262322,15.404935,11.877772,22.71082,16.440683,18.433531,22.085822,3.950942,13.449991,15.039847,11.830051,21.413284,35.534159,22.642491,51.520088,49.377806,62.241599,110.633445,92.911069,126.940787,61.426739,195.06676,55.930912,30.97911,running
756.225285,174.644869,118.811952,81.821839,173.582561,97.075561,119.191722,34.957909,52.02791,25.274986,26.538285,22.94722,27.785948,8.020805,22.272712,10.252946,16.257381,9.535406,18.201415,7.571581,15.671652,10.090428,11.910969,12.550608,8.078472,13.288011,8.000615,12.835017,6.744459,12.549631,5.714468,13.82897,5.178489,13.82897,5.714468,12.549631,6.744459,12.835017,8.000615,13.288011,8.078472,12.550608,11.910969,10.090428,15.671652,7.571581,18.201415,9.535406,16.257381,10.252946,22.272712,8.020805,27.785948,22.94722,26.538285,25.274986,52.02791,34.957909,119.191722,97.075561,173.582561,81.821839,118.811952,174.644869,36.485789,running
780.016742,65.227398,215.5958,135.715572,129.628189,172.977822,40.72455,90.095431,10.087374,22.148473,7.659569,14.268168,15.136032,4.203959,9.777813,1.690419,14.312049,9.947216,10.149926,9.925025,1.905146,8.173982,2.551978,7.9182,6.393394,3.907086,7.382815,1.020022,6.855714,4.220903,4.213753,6.867669,1.356034,6.867669,4.213753,4.220903,6.855714,1.020022,7.382815,3.907086,6.393394,7.9182,2.551978,8.173982,1.905146,9.925025,10.149926,9.947216,14.312049,1.690419,9.777813,4.203959,15.136032,14.268168,7.659569,22.148473,10.087374,90.095431,40.72455,172.977822,129.628189,135.715572,215.5958,65.227398,32.142435,running
822.93066,61.542463,246.148356,147.241047,109.698646,201.023717,27.550859,68.563017,12.599988,23.449457,15.972288,6.871343,18.709139,9.098929,13.411812,6.033116,18.211546,12.343891,12.378762,11.502141,5.360156,8.114312,2.820083,13.050119,6.397799,7.177829,5.101749,6.091316,6.894282,4.092217,9.040812,1.361813,5.487242,1.361813,9.040812,4.092217,6.894282,6.091316,5.101749,7.177829,6.397799,13.050119,2.820083,8.114312,5.360156,11.502141,12.378762,12.343891,18.211546,6.033116,13.411812,9.098929,18.709139,6.871343,15.972288,23.449457,12.599988,68.563017,27.550859,201.023717,109.698646,147.241047,246.148356,61.542463,34.162439,running
764.35152,187.047423,145.843108,91.895792,156.608009,177.839289,81.273763,78.323495,14.144123,23.484742,28.993418,15.611302,24.735944,20.136452,15.029133,17.174191,15.402819,6.025991,13.645419,6.338957,6.521824,10.710372,11.299809,7.711275,14.284148,10.224605,11.268235,11.857893,8.103281,9.044954,7.304402,4.940073,6.641282,4.940073,7.304402,9.044954,8.103281,11.857893,11.268235,10.224605,14.284148,7.711275,11.299809,10.710372,6.521824,6.338957,13.645419,6.025991,15.402819,17.174191,15.029133,20.136452,24.735944,15.611302,28.993418,23.484742,14.144123,78.323495,81.273763,177.839289,156.608009,91.895792,145.843108,187.047423,38.429988,running
252.882969,108.387481,60.473294,48.663136,26.987189,60.039949,58.949662,55.361009,33.726698,31.562208,30.013172,24.743695,20.693683,21.425099,18.157714,18.86591,15.926314,17.501007,13.848719,13.764435,12.476507,12.187654,11.345667,11.335497,11.009212,11.25244,10.90192,11.18814,11.020867,11.031593,10.646079,10.955555,10.59471,10.955555,10.646079,11.031593,11.020867,11.18814,10.90192,11.25244,11.009212,11.335497,11.345667,12.187654,12.476507,13.764435,13.848719,17.501007,15.926314,18.86591,18.157714,21.425099,20.693683,24.743695,30.013172,31.562208,33.726698,55.361009,58.949662,60.039949,26.987189,48.663136,60.473294,108.387481,22.379081,running
54.053399,10.272034,2.425718,1.792942,2.338548,6.689137,3.694376,5.723343,4.352034,4.332133,4.184913,3.163192,3.678675,3.365297,3.203031,3.910238,3.543576,3.333246,3.072481,2.991472,3.045034,3.062481,3.127054,3.014187,2.907159,2.659014,2.404292,2.161966,2.112094,2.371486,2.583051,2.712319,2.804185,2.712319,2.583051,2.371486,2.112094,2.161966,2.404292,2.659014,2.907159,3.014187,3.127054,3.062481,3.045034,2.991472,3.072481,3.333246,3.543576,3.910238,3.203031,3.365297,3.678675,3.163192,4.184913,4.332133,4.352034,5.723343,3.694376,6.689137,2.338548,1.792942,2.425718,10.272034,3.799316,running
