@relation accelerometer_features

@attribute fft_coef_0000 numeric
@attribute fft_coef_0001 numeric
@attribute fft_coef_0002 numeric
@attribute fft_coef_0003 numeric
@attribute fft_coef_0004 numeric
@attribute fft_coef_0005 numeric
@attribute fft_coef_0006 numeric
@attribute fft_coef_0007 numeric
@attribute fft_coef_0008 numeric
@attribute fft_coef_0009 numeric
@attribute fft_coef_0010 numeric
@attribute fft_coef_0011 numeric
@attribute fft_coef_0012 numeric
@attribute fft_coef_0013 numeric
@attribute fft_coef_0014 numeric
@attribute fft_coef_0015 numeric
@attribute fft_coef_0016 numeric
@attribute fft_coef_0017 numeric
@attribute fft_coef_0018 numeric
@attribute fft_coef_0019 numeric
@attribute fft_coef_0020 numeric
@attribute fft_coef_0021 numeric
@attribute fft_coef_0022 numeric
@attribute fft_coef_0023 numeric
@attribute fft_coef_0024 numeric
@attribute fft_coef_0025 numeric
@attribute fft_coef_0026 numeric
@attribute fft_coef_0027 numeric
@attribute fft_coef_0028 numeric
@attribute fft_coef_0029 numeric
@attribute fft_coef_0030 numeric
@attribute fft_coef_0031 numeric
@attribute fft_coef_0032 numeric
@attribute fft_coef_0033 numeric
@attribute fft_coef_0034 numeric
@attribute fft_coef_0035 numeric
@attribute fft_coef_0036 numeric
@attribute fft_coef_0037 numeric
@attribute fft_coef_0038 numeric
@attribute fft_coef_0039 numeric
@attribute fft_coef_0040 numeric
@attribute fft_coef_0041 numeric
@attribute fft_coef_0042 numeric
@attribute fft_coef_0043 numeric
@attribute fft_coef_0044 numeric
@attribute fft_coef_0045 numeric
@attribute fft_coef_0046 numeric
@attribute fft_coef_0047 numeric
@attribute fft_coef_0048 numeric
@attribute fft_coef_0049 numeric
@attribute fft_coef_0050 numeric
@attribute fft_coef_0051 numeric
@attribute fft_coef_0052 numeric
@attribute fft_coef_0053 numeric
@attribute fft_coef_0054 numeric
@attribute fft_coef_0055 numeric
@attribute fft_coef_0056 numeric
@attribute fft_coef_0057 numeric
@attribute fft_coef_0058 numeric
@attribute fft_coef_0059 numeric
@attribute fft_coef_0060 numeric
@attribute fft_coef_0061 numeric
@attribute fft_coef_0062 numeric
@attribute fft_coef_0063 numeric
@attribute max numeric
@attribute label {standing,walking,running,others}

@data
6.203085,0.430003,0.372014,0.496078,0.514822,0.50886,0.860445,1.128581,0.758517,0.286466,0.41686,0.153224,0.130197,0.146332,0.254599,0.08558,0.084975,0.133381,0.035374,0.009228,0.164027,0.120591,0.018481,0.048086,0.091769,0.02839,0.066709,0.059397,0.02491,0.046511,0.023117,0.015036,0.061336,0.015036,0.023117,0.046511,0.02491,0.059397,0.066709,0.02839,0.091769,0.048086,0.018481,0.120591,0.164027,0.009228,0.035374,0.133381,0.084975,0.08558,0.254599,0.146332,0.130197,0.153224,0.41686,0.286466,0.758517,1.128581,0.860445,0.50886,0.514822,0.496078,0.372014,0.430003,0.186526,standing
3.729033,0.399029,0.644693,0.297983,0.367554,0.224866,0.525456,0.28768,0.360205,0.250771,0.112536,0.134261,0.26967,0.226128,0.030082,0.090571,0.045782,0.044827,0.075389,0.037809,0.027361,0.121671,0.074285,0.108248,0.1021,0.0533,0.060137,0.087913,0.087425,0.061733,0.101811,0.047582,0.00592,0.047582,0.101811,0.061733,0.087425,0.087913,0.060137,0.0533,0.1021,0.108248,0.074285,0.121671,0.027361,0.037809,0.075389,0.044827,0.045782,0.090571,0.030082,0.226128,0.26967,0.134261,0.112536,0.250771,0.360205,0.28768,0.525456,0.224866,0.367554,0.297983,0.644693,0.399029,0.120273,standing
2.899323,0.677362,0.184787,0.431293,0.353992,0.125172,0.339801,0.403775,0.165779,0.228775,0.047065,0.107558,0.045267,0.076093,0.057135,0.074017,0.101802,0.052385,0.070597,0.052798,0.046801,0.027376,0.080447,0.059717,0.017077,0.052541,0.054,0.060469,0.031549,0.034245,0.023596,0.044175,0.13831,0.044175,0.023596,0.034245,0.031549,0.060469,0.054,0.052541,0.017077,0.059717,0.080447,0.027376,0.046801,0.052798,0.070597,0.052385,0.101802,0.074017,0.057135,0.076093,0.045267,0.107558,0.047065,0.228775,0.165779,0.403775,0.339801,0.125172,0.353992,0.431293,0.184787,0.677362,0.105453,standing
2.842522,0.628461,0.435784,0.442701,0.204094,0.098483,0.234986,0.320795,0.044992,0.143718,0.154047,0.106628,0.039632,0.08236,0.163286,0.106893,0.108712,0.017521,0.074137,0.073253,0.075645,0.032089,0.078841,0.040225,0.030294,0.082652,0.036355,0.119854,0.127649,0.080731,0.024146,0.064882,0.044439,0.064882,0.024146,0.080731,0.127649,0.119854,0.036355,0.082652,0.030294,0.040225,0.078841,0.032089,0.075645,0.073253,0.074137,0.017521,0.108712,0.106893,0.163286,0.08236,0.039632,0.106628,0.154047,0.143718,0.044992,0.320795,0.234986,0.098483,0.204094,0.442701,0.435784,0.628461,0.10442,standing
4.175195,0.687027,0.218535,0.352964,0.219417,0.450193,0.727804,0.749481,0.451675,0.141043,0.223638,0.188092,0.10404,0.05539,0.048386,0.045501,0.058752,0.06243,0.081547,0.121792,0.100656,0.091867,0.012816,0.081064,0.084154,0.035148,0.078231,0.022215,0.073057,0.031557,0.030569,0.081277,0.014523,0.081277,0.030569,0.031557,0.073057,0.022215,0.078231,0.035148,0.084154,0.081064,0.012816,0.091867,0.100656,0.121792,0.081547,0.06243,0.058752,0.045501,0.048386,0.05539,0.10404,0.188092,0.223638,0.141043,0.451675,0.749481,0.727804,0.450193,0.219417,0.352964,0.218535,0.687027,0.145616,standing
6.838973,0.611288,0.807148,0.108294,0.429894,0.776525,1.139301,0.456229,0.103387,0.362283,0.129417,0.078058,0.109267,0.125736,0.144012,0.176229,0.043195,0.00851,0.120214,0.044874,0.048459,0.063484,0.048879,0.051887,0.067856,0.037837,0.074399,0.011624,0.084266,0.068204,0.000588,0.050888,0.018094,0.050888,0.000588,0.068204,0.084266,0.011624,0.074399,0.037837,0.067856,0.051887,0.048879,0.063484,0.048459,0.044874,0.120214,0.00851,0.043195,0.176229,0.144012,0.125736,0.109267,0.078058,0.129417,0.362283,0.103387,0.456229,1.139301,0.776525,0.429894,0.108294,0.807148,0.611288,0.192361,standing
7.802307,1.43783,0.634388,0.399492,0.259329,0.602309,0.918746,1.377679,0.190586,0.260819,0.130595,0.296854,0.123666,0.323885,0.37873,0.237099,0.266846,0.290571,0.231393,0.123016,0.124815,0.132336,0.116928,0.079796,0.09792,0.126545,0.071613,0.08214,0.070019,0.028533,0.038358,0.028307,0.055271,0.028307,0.038358,0.028533,0.070019,0.08214,0.071613,0.126545,0.09792,0.079796,0.116928,0.132336,0.124815,0.123016,0.231393,0.290571,0.266846,0.237099,0.37873,0.323885,0.123666,0.296854,0.130595,0.260819,0.190586,1.377679,0.918746,0.602309,0.259329,0.399492,0.634388,1.43783,0.250723,standing
17.5769,12.357522,9.761545,4.80179,3.32298,5.499525,7.260762,6.703543,5.484196,3.536215,2.517536,2.823399,3.576432,3.054311,2.058866,1.400153,2.178615,2.862891,2.993617,2.28357,1.685354,1.620172,1.831845,1.790483,1.280879,0.62386,0.490021,0.792765,0.793152,0.41651,0.32852,0.786324,0.912243,0.786324,0.32852,0.41651,0.793152,0.792765,0.490021,0.62386,1.280879,1.790483,1.831845,1.620172,1.685354,2.28357,2.993617,2.862891,2.178615,1.400153,2.058866,3.054311,3.576432,2.823399,2.517536,3.536215,5.484196,6.703543,7.260762,5.499525,3.32298,4.80179,9.761545,12.357522,2.018646,standing
22.621441,8.220929,5.07744,2.461171,1.704152,3.560042,0.607068,1.879666,1.55741,1.076022,0.442516,0.582684,1.004706,0.802265,0.666863,0.525524,0.624366,0.292248,0.115306,0.515037,0.337787,0.433367,0.401859,0.520949,0.3886,0.348929,0.473182,0.330452,0.337695,0.39274,0.316691,0.341675,0.316517,0.341675,0.316691,0.39274,0.337695,0.330452,0.473182,0.348929,0.3886,0.520949,0.401859,0.433367,0.337787,0.515037,0.115306,0.292248,0.624366,0.525524,0.666863,0.802265,1.004706,0.582684,0.442516,1.076022,1.55741,1.879666,0.607068,3.560042,1.704152,2.461171,5.07744,8.220929,1.016869,walking
107.868916,15.911535,23.826879,16.767459,16.619404,14.524262,11.835046,10.456244,8.991031,7.876233,7.478045,6.771121,6.527776,5.598892,5.974751,6.575738,6.91094,7.201915,7.251192,6.948094,6.672217,6.10437,5.504317,4.945098,4.452788,3.733472,3.480878,2.938958,2.902658,2.85918,3.063573,3.142577,3.24814,3.142577,3.063573,2.85918,2.902658,2.938958,3.480878,3.733472,4.452788,4.945098,5.504317,6.10437,6.672217,6.948094,7.251192,7.201915,6.91094,6.575738,5.974751,5.598892,6.527776,6.771121,7.478045,7.876233,8.991031,10.456244,11.835046,14.524262,16.619404,16.767459,23.826879,15.911535,7.546499,walking
176.835854,46.467983,72.428717,47.923524,32.764654,18.919037,9.785852,4.804712,2.772069,2.5863,3.405304,3.634097,3.815183,3.945194,3.831696,2.88034,2.041348,1.5327,0.959679,1.491152,1.528205,1.238489,1.828187,0.910422,1.274861,0.929079,0.853939,1.157618,0.46197,0.703774,0.510676,0.323046,0.050063,0.323046,0.510676,0.703774,0.46197,1.157618,0.853939,0.929079,1.274861,0.910422,1.828187,1.238489,1.528205,1.491152,0.959679,1.5327,2.041348,2.88034,3.831696,3.945194,3.815183,3.634097,3.405304,2.5863,2.772069,4.804712,9.785852,18.919037,32.764654,47.923524,72.428717,46.467983,9.563914,walking
167.565401,43.121388,66.236141,44.703905,43.765623,33.767611,26.88789,17.609059,9.327249,4.413223,2.771328,4.619845,5.512,5.313779,5.363292,4.046385,3.495069,3.347194,3.967984,3.634307,2.960315,2.108335,2.24624,2.846696,2.804831,3.091554,2.978569,3.174249,2.647728,3.088094,2.766912,3.034331,2.83551,3.034331,2.766912,3.088094,2.647728,3.174249,2.978569,3.091554,2.804831,2.846696,2.24624,2.108335,2.960315,3.634307,3.967984,3.347194,3.495069,4.046385,5.363292,5.313779,5.512,4.619845,2.771328,4.413223,9.327249,17.609059,26.88789,33.767611,43.765623,44.703905,66.236141,43.121388,10.530092,walking
203.632075,53.834356,66.394551,51.192294,29.980141,13.836169,11.65532,11.259671,6.743979,3.523031,3.737287,4.592536,4.427341,4.69991,5.003353,5.01499,4.929585,4.539105,4.605779,5.150123,6.14914,5.809488,5.39755,4.364598,4.563735,3.952517,3.767868,3.429489,3.062727,2.722708,2.305616,2.397701,2.342002,2.397701,2.305616,2.722708,3.062727,3.429489,3.767868,3.952517,4.563735,4.364598,5.39755,5.809488,6.14914,5.150123,4.605779,4.539105,4.929585,5.01499,5.003353,4.69991,4.427341,4.592536,3.737287,3.523031,6.743979,11.259671,11.65532,13.836169,29.980141,51.192294,66.394551,53.834356,10.276552,walking
185.917966,79.899804,44.961072,40.149968,44.602343,32.578326,20.160085,10.310335,4.927333,1.045761,3.638683,5.069171,4.588948,3.676119,4.18383,3.87647,4.363097,3.788661,3.942454,4.094834,4.032974,4.541435,4.981535,5.252198,4.82115,3.973636,4.265434,3.713475,3.168131,3.412805,2.922619,2.408534,2.556515,2.408534,2.922619,3.412805,3.168131,3.713475,4.265434,3.973636,4.82115,5.252198,4.981535,4.541435,4.032974,4.094834,3.942454,3.788661,4.363097,3.87647,4.18383,3.676119,4.588948,5.069171,3.638683,1.045761,4.927333,10.310335,20.160085,32.578326,44.602343,40.149968,44.961072,79.899804,10.807846,walking
198.395642,66.483549,66.343547,42.03012,41.585386,20.630761,11.919114,7.667661,4.652601,2.336377,1.309246,2.686089,2.838004,2.399414,2.028319,1.729886,1.983842,1.265523,1.299345,1.289221,1.732678,0.982128,0.602203,0.556793,0.545359,0.200129,0.422221,0.523065,0.633841,1.120536,1.089162,0.696456,1.113735,0.696456,1.089162,1.120536,0.633841,0.523065,0.422221,0.200129,0.545359,0.556793,0.602203,0.982128,1.732678,1.289221,1.299345,1.265523,1.983842,1.729886,2.028319,2.399414,2.838004,2.686089,1.309246,2.336377,4.652601,7.667661,11.919114,20.630761,41.585386,42.03012,66.343547,66.483549,10.443298,walking
204.164436,72.493112,73.680075,55.472646,51.872468,31.973025,20.987222,13.829054,4.459969,0.90967,4.422626,6.065944,3.201412,3.713206,1.343455,2.14478,3.081107,2.481199,1.811028,1.380471,2.494018,2.591729,2.576311,2.198412,1.833459,1.301221,2.491471,2.221969,2.29132,2.093474,1.293081,1.667562,1.258304,1.667562,1.293081,2.093474,2.29132,2.221969,2.491471,1.301221,1.833459,2.198412,2.576311,2.591729,2.494018,1.380471,1.811028,2.481199,3.081107,2.14478,1.343455,3.713206,3.201412,6.065944,4.422626,0.90967,4.459969,13.829054,20.987222,31.973025,51.872468,55.472646,73.680075,72.493112,12.393031,walking
221.515058,85.390036,63.379636,47.157809,37.666504,13.787608,12.489143,13.377255,10.080264,8.425546,5.765347,4.302857,6.095087,7.12666,6.894842,5.637429,5.087692,4.948268,4.04596,3.229459,2.907647,2.574474,1.747986,0.738084,0.595717,2.25226,2.572878,2.666356,3.070208,3.466731,3.425821,3.02172,2.643791,3.02172,3.425821,3.466731,3.070208,2.666356,2.572878,2.25226,0.595717,0.738084,1.747986,2.574474,2.907647,3.229459,4.04596,4.948268,5.087692,5.637429,6.894842,7.12666,6.095087,4.302857,5.765347,8.425546,10.080264,13.377255,12.489143,13.787608,37.666504,47.157809,63.379636,85.390036,11.063394,walking
227.945142,80.523541,73.610438,64.475594,44.394294,11.99413,3.230309,3.591574,6.441166,6.678338,5.99869,4.103762,1.831372,2.357058,2.504535,1.118786,1.456319,1.617088,0.783675,0.761359,1.838227,1.804693,2.24745,2.296836,2.215972,1.692175,2.077631,1.51427,1.031859,0.407701,0.445603,0.555489,0.937281,0.555489,0.445603,0.407701,1.031859,1.51427,2.077631,1.692175,2.215972,2.296836,2.24745,1.804693,1.838227,0.761359,0.783675,1.617088,1.456319,1.118786,2.504535,2.357058,1.831372,4.103762,5.99869,6.678338,6.441166,3.591574,3.230309,11.99413,44.394294,64.475594,73.610438,80.523541,11.462857,walking
235.252128,78.544729,76.424284,66.196565,47.899833,21.715465,9.710248,4.915047,0.969833,3.370786,4.92928,4.938392,4.133048,2.607796,0.59255,1.298373,1.62937,2.582632,3.814566,4.313702,3.499752,3.0943,2.838009,2.816826,2.004202,1.528544,0.751154,1.29353,1.526582,1.666524,1.351731,1.494773,1.331335,1.494773,1.351731,1.666524,1.526582,1.29353,0.751154,1.528544,2.004202,2.816826,2.838009,3.0943,3.499752,4.313702,3.814566,2.582632,1.62937,1.298373,0.59255,2.607796,4.133048,4.938392,4.92928,3.370786,0.969833,4.915047,9.710248,21.715465,47.899833,66.196565,76.424284,78.544729,13.130308,walking
177.042019,39.493272,56.1804,38.127008,43.430656,37.961908,32.368265,26.248834,19.009469,13.968268,10.298999,8.092323,7.516038,7.265944,7.446182,6.99327,6.54955,5.578599,5.231435,4.987512,5.292131,4.905961,5.368108,5.464113,5.410702,4.931266,4.517764,4.482029,4.125441,4.416899,3.973072,4.350501,3.929456,4.350501,3.973072,4.416899,4.125441,4.482029,4.517764,4.931266,5.410702,5.464113,5.368108,4.905961,5.292131,4.987512,5.231435,5.578599,6.54955,6.99327,7.446182,7.265944,7.516038,8.092323,10.298999,13.968268,19.009469,26.248834,32.368265,37.961908,43.430656,38.127008,56.1804,39.493272,13.016995,walking
207.718646,72.575747,56.783861,51.247154,41.054406,32.580588,24.323654,4.295082,1.220051,3.157477,5.999813,3.721755,1.080057,0.898679,1.418589,1.356215,1.245823,0.508884,1.195294,1.265381,1.292098,1.03441,1.007212,0.497592,0.435858,0.727481,1.269896,1.237915,1.413792,1.2461,0.979889,1.260944,1.124859,1.260944,0.979889,1.2461,1.413792,1.237915,1.269896,0.727481,0.435858,0.497592,1.007212,1.03441,1.292098,1.265381,1.195294,0.508884,1.245823,1.356215,1.418589,0.898679,1.080057,3.721755,5.999813,3.157477,1.220051,4.295082,24.323654,32.580588,41.054406,51.247154,56.783861,72.575747,11.437148,walking
217.432816,80.647285,66.519764,52.040722,46.824092,26.288791,18.262534,11.517716,5.527351,1.501453,6.398685,5.28029,3.666327,2.770112,2.083031,3.661816,3.924939,2.720834,2.768864,1.965428,1.643968,2.797424,2.261285,2.454596,2.673967,2.085668,1.351281,0.94937,1.080543,1.551169,1.87488,1.689797,0.97278,1.689797,1.87488,1.551169,1.080543,0.94937,1.351281,2.085668,2.673967,2.454596,2.261285,2.797424,1.643968,1.965428,2.768864,2.720834,3.924939,3.661816,2.083031,2.770112,3.666327,5.28029,6.398685,1.501453,5.527351,11.517716,18.262534,26.288791,46.824092,52.040722,66.519764,80.647285,12.199126,walking
189.766484,67.683885,69.697796,53.224836,38.198923,20.271957,15.689637,8.233121,1.429151,1.642994,4.312943,5.375335,3.18134,2.602195,2.803913,2.397421,1.415493,1.790675,1.674695,1.240676,0.916128,0.848361,1.171274,1.374729,1.138783,1.519291,1.442197,1.105684,1.196394,1.220331,1.497205,0.771591,0.44631,0.771591,1.497205,1.220331,1.196394,1.105684,1.442197,1.519291,1.138783,1.374729,1.171274,0.848361,0.916128,1.240676,1.674695,1.790675,1.415493,2.397421,2.803913,2.602195,3.18134,5.375335,4.312943,1.642994,1.429151,8.233121,15.689637,20.271957,38.198923,53.224836,69.697796,67.683885,10.635238,walking
216.752284,87.129393,76.479133,61.060135,46.369313,27.003928,13.615275,6.446584,1.738479,2.682925,3.771736,4.771247,2.491664,1.021916,2.279844,3.091557,2.794553,2.275595,2.590853,2.553292,2.371646,2.262076,1.230471,1.065868,1.804773,2.16015,2.119391,1.951135,1.387781,1.734584,2.076208,1.585592,1.304322,1.585592,2.076208,1.734584,1.387781,1.951135,2.119391,2.16015,1.804773,1.065868,1.230471,2.262076,2.371646,2.553292,2.590853,2.275595,2.794553,3.091557,2.279844,1.021916,2.491664,4.771247,3.771736,2.682925,1.738479,6.446584,13.615275,27.003928,46.369313,61.060135,76.479133,87.129393,12.652569,walking
217.923094,68.63191,76.996935,60.740199,44.805551,25.283505,15.769178,7.983563,3.340834,2.054303,3.860518,4.245123,3.636899,2.177789,1.468988,2.349693,2.767551,2.51273,2.237837,2.201231,2.816515,1.982128,1.887292,1.384759,1.804779,1.891844,2.379776,1.509179,1.468774,1.172931,1.387284,1.304798,0.481802,1.304798,1.387284,1.172931,1.468774,1.509179,2.379776,1.891844,1.804779,1.384759,1.887292,1.982128,2.816515,2.201231,2.237837,2.51273,2.767551,2.349693,1.468988,2.177789,3.636899,4.245123,3.860518,2.054303,3.340834,7.983563,15.769178,25.283505,44.805551,60.740199,76.996935,68.63191,11.995504,walking
203.31366,73.946014,68.106779,56.268339,43.123019,23.026791,11.79204,4.751932,1.545834,0.924022,5.04229,3.256102,2.625734,2.319478,2.073206,2.825714,1.441476,1.946331,2.761054,2.411421,2.21334,1.960134,1.688472,2.382683,2.310404,2.322831,1.888158,1.419928,1.705871,1.125023,0.791043,0.908641,0.334224,0.908641,0.791043,1.125023,1.705871,1.419928,1.888158,2.322831,2.310404,2.382683,1.688472,1.960134,2.21334,2.411421,2.761054,1.946331,1.441476,2.825714,2.073206,2.319478,2.625734,3.256102,5.04229,0.924022,1.545834,4.751932,11.79204,23.026791,43.123019,56.268339,68.106779,73.946014,11.243635,walking
233.014629,79.262294,84.117184,58.054541,53.495166,27.995164,17.913186,9.300954,4.125104,1.19389,5.596057,4.688292,4.879587,2.552688,2.144295,3.56278,1.97647,3.474278,1.636169,3.800609,2.389191,3.277364,1.684749,2.113921,2.507293,2.481902,2.52867,1.473705,1.829721,1.218498,1.802012,0.863195,1.809096,0.863195,1.802012,1.218498,1.829721,1.473705,2.52867,2.481902,2.507293,2.113921,1.684749,3.277364,2.389191,3.800609,1.636169,3.474278,1.97647,3.56278,2.144295,2.552688,4.879587,4.688292,5.596057,1.19389,4.125104,9.300954,17.913186,27.995164,53.495166,58.054541,84.117184,79.262294,13.387984,walking
188.736875,55.109688,76.382812,54.845055,39.965317,21.614045,14.176295,5.751565,2.45672,2.539088,4.829218,4.525992,3.279887,2.641266,3.039254,2.164844,1.758336,1.274762,1.851268,1.581445,1.977331,1.527391,1.397413,0.675978,1.331706,1.47518,1.749596,1.306144,1.242575,1.218042,1.091105,1.445056,1.030038,1.445056,1.091105,1.218042,1.242575,1.306144,1.749596,1.47518,1.331706,0.675978,1.397413,1.527391,1.977331,1.581445,1.851268,1.274762,1.758336,2.164844,3.039254,2.641266,3.279887,4.525992,4.829218,2.539088,2.45672,5.751565,14.176295,21.614045,39.965317,54.845055,76.382812,55.109688,10.348319,walking
209.1352,63.017677,75.693345,51.535003,39.264932,30.760023,23.794602,12.078655,3.673113,3.244443,1.702711,5.288642,4.832185,3.528519,2.478932,2.362731,2.953636,3.443738,2.128046,2.859193,2.781227,3.026009,3.299651,2.594487,1.847309,1.97765,2.381745,2.145878,1.822621,1.149365,0.87127,0.425458,0.598036,0.425458,0.87127,1.149365,1.822621,2.145878,2.381745,1.97765,1.847309,2.594487,3.299651,3.026009,2.781227,2.859193,2.128046,3.443738,2.953636,2.362731,2.478932,3.528519,4.832185,5.288642,1.702711,3.244443,3.673113,12.078655,23.794602,30.760023,39.264932,51.535003,75.693345,63.017677,11.814332,walking
198.225977,50.589638,82.590819,62.72827,39.959312,23.534585,12.717882,5.778543,1.202435,1.135246,1.616097,2.644033,3.532971,3.136655,2.821374,1.829224,1.339896,1.541058,1.565815,1.723526,0.669761,0.471064,0.446838,0.394967,0.268991,0.369078,0.598092,0.981833,0.809803,0.839827,0.612401,1.030931,0.949012,1.030931,0.612401,0.839827,0.809803,0.981833,0.598092,0.369078,0.268991,0.394967,0.446838,0.471064,0.669761,1.723526,1.565815,1.541058,1.339896,1.829224,2.821374,3.136655,3.532971,2.644033,1.616097,1.135246,1.202435,5.778543,12.717882,23.534585,39.959312,62.72827,82.590819,50.589638,11.290548,walking
269.601152,75.539807,112.209923,67.135703,32.636822,27.405434,16.365492,7.000057,5.22064,9.207096,8.250133,4.421904,6.982769,8.412085,3.10606,3.452479,3.521783,2.31218,3.963479,3.976747,0.850761,2.423631,3.953048,2.077833,2.058465,3.061884,2.071174,1.141405,2.534364,2.37867,0.330849,1.709572,2.46508,1.709572,0.330849,2.37867,2.534364,1.141405,2.071174,3.061884,2.058465,2.077833,3.953048,2.423631,0.850761,3.976747,3.963479,2.31218,3.521783,3.452479,3.10606,8.412085,6.982769,4.421904,8.250133,9.207096,5.22064,7.000057,16.365492,27.405434,32.636822,67.135703,112.209923,75.539807,14.534508,walking
233.309728,62.864285,70.146648,76.718417,50.124465,17.358938,9.03573,7.275877,1.817986,3.383333,3.155554,1.481306,0.761496,1.425591,2.179556,1.201481,2.380269,2.569675,1.252342,1.903573,3.059864,2.056677,0.810789,1.589987,0.631948,0.757214,1.198887,1.62075,1.301585,0.181326,1.415937,1.472525,0.783959,1.472525,1.415937,0.181326,1.301585,1.62075,1.198887,0.757214,0.631948,1.589987,0.810789,2.056677,3.059864,1.903573,1.252342,2.569675,2.380269,1.201481,2.179556,1.425591,0.761496,1.481306,3.155554,3.383333,1.817986,7.275877,9.03573,17.358938,50.124465,76.718417,70.146648,62.864285,12.351743,walking
250.836602,64.980645,79.257362,73.858754,47.559468,26.131652,11.630757,4.299411,0.636356,2.253933,2.671151,3.405524,3.134775,2.915655,1.29825,1.138038,2.489665,2.196744,2.441477,2.524143,1.898125,1.683225,2.313387,1.210738,1.645433,1.837767,1.682481,1.530778,0.753046,0.707281,0.884758,0.257748,0.146793,0.257748,0.884758,0.707281,0.753046,1.530778,1.682481,1.837767,1.645433,1.210738,2.313387,1.683225,1.898125,2.524143,2.441477,2.196744,2.489665,1.138038,1.29825,2.915655,3.134775,3.405524,2.671151,2.253933,0.636356,4.299411,11.630757,26.131652,47.559468,73.858754,79.257362,64.980645,13.20878,walking
230.515242,58.195288,92.286532,57.642364,38.958791,28.988771,13.798273,6.622986,3.527386,0.511816,2.13819,3.64127,4.559391,3.8427,0.893994,2.769878,3.746692,2.799749,2.484669,2.389083,2.29105,2.016647,2.208504,1.873299,1.140477,1.888678,1.911079,1.536555,1.249031,1.605868,1.453519,1.365265,2.013298,1.365265,1.453519,1.605868,1.249031,1.536555,1.911079,1.888678,1.140477,1.873299,2.208504,2.016647,2.29105,2.389083,2.484669,2.799749,3.746692,2.769878,0.893994,3.8427,4.559391,3.64127,2.13819,0.511816,3.527386,6.622986,13.798273,28.988771,38.958791,57.642364,92.286532,58.195288,12.437718,walking
221.328809,71.536309,76.098091,65.325801,48.225112,24.505963,13.717018,6.884565,3.116182,1.169021,1.518027,3.416597,3.364387,2.781688,1.396301,1.768744,2.654277,2.988443,2.567916,1.881481,1.734066,1.827611,1.849076,1.570372,1.350122,1.65763,1.830888,2.055467,1.674789,1.386587,1.031055,1.738431,1.863491,1.738431,1.031055,1.386587,1.674789,2.055467,1.830888,1.65763,1.350122,1.570372,1.849076,1.827611,1.734066,1.881481,2.567916,2.988443,2.654277,1.768744,1.396301,2.781688,3.364387,3.416597,1.518027,1.169021,3.116182,6.884565,13.717018,24.505963,48.225112,65.325801,76.098091,71.536309,12.516646,walking
215.61526,62.374947,89.092473,63.211634,44.535902,26.579239,11.775201,5.551005,2.795224,1.807854,0.863327,2.706072,3.687267,2.899957,1.860193,0.952833,1.747821,1.501121,1.950703,1.500946,0.952776,0.856096,1.806549,1.199482,1.095151,0.637454,0.981975,1.224128,1.647844,1.13121,1.906572,1.061348,1.060762,1.061348,1.906572,1.13121,1.647844,1.224128,0.981975,0.637454,1.095151,1.199482,1.806549,0.856096,0.952776,1.500946,1.950703,1.501121,1.747821,0.952833,1.860193,2.899957,3.687267,2.706072,0.863327,1.807854,2.795224,5.551005,11.775201,26.579239,44.535902,63.211634,89.092473,62.374947,12.538147,walking
273.240258,64.304651,67.027263,54.941077,50.125977,36.357368,20.32469,10.931649,8.722842,8.306598,1.827316,5.444448,6.435099,4.844934,5.179735,3.058897,3.041786,4.672094,3.263813,3.628492,3.114194,2.960832,3.902269,2.749501,1.997204,3.078139,1.641482,2.800271,2.423836,1.318789,1.59688,2.406569,1.132678,2.406569,1.59688,1.318789,2.423836,2.800271,1.641482,3.078139,1.997204,2.749501,3.902269,2.960832,3.114194,3.628492,3.263813,4.672094,3.041786,3.058897,5.179735,4.844934,6.435099,5.444448,1.827316,8.306598,8.722842,10.931649,20.32469,36.357368,50.125977,54.941077,67.027263,64.304651,13.545045,walking
47.488805,18.031379,8.803698,5.345728,4.850317,6.407654,7.563533,2.755576,3.795135,3.886662,3.164692,2.437675,3.122568,2.846802,2.471638,2.214637,2.184832,2.140582,1.87046,1.721831,1.601851,1.537223,1.570528,1.580125,1.516163,1.362358,1.449459,1.411917,1.338682,1.258208,1.242209,1.214943,1.185885,1.214943,1.242209,1.258208,1.338682,1.411917,1.449459,1.362358,1.516163,1.580125,1.570528,1.537223,1.601851,1.721831,1.87046,2.140582,2.184832,2.214637,2.471638,2.846802,3.122568,2.437675,3.164692,3.886662,3.795135,2.755576,7.563533,6.407654,4.850317,5.345728,8.803698,18.031379,2.494723,walking
15.73123,3.302576,0.541843,1.821773,0.765489,1.301348,1.962005,2.159018,1.378195,0.218785,0.158564,0.223154,0.288233,0.338399,0.273409,0.26193,0.070725,0.186963,0.170271,0.119262,0.279531,0.162233,0.095192,0.072118,0.124276,0.144251,0.134068,0.120804,0.091149,0.10338,0.066541,0.130943,0.11886,0.130943,0.066541,0.10338,0.091149,0.120804,0.134068,0.144251,0.124276,0.072118,0.095192,0.162233,0.279531,0.119262,0.170271,0.186963,0.070725,0.26193,0.273409,0.338399,0.288233,0.223154,0.158564,0.218785,1.378195,2.159018,1.962005,1.301348,0.765489,1.821773,0.541843,3.302576,0.474678,walking
